Longitude,Latitude,Height
106.8636,29.71557617,400.7978
106.8636,29.71557617,400.7671
106.8636,29.71557617,400.654
106.8636,29.71557617,401.2989
106.8636,29.71557617,400.9988
106.8636,29.71557617,401.0122
106.8636,29.71557617,400.8753
106.8636,29.71557617,401.0333
106.8636,29.71557617,400.4243
106.8636,29.71557617,400.415
106.8636,29.71557617,401.3905
106.8636,29.71557617,400.9135
106.8636,29.71557617,401.1529
106.8636,29.71557617,400.7058
106.8636,29.71557617,401.2401
106.8636,29.71557617,400.8073
106.8636,29.71557617,401.269
106.8636,29.71557617,400.6781
106.8636,29.71557617,400.523
106.8636,29.71557617,400.8599
106.8636,29.71557617,401.1341
106.8636,29.71557617,401.2475
106.8636,29.71557617,400.5679
106.8636,29.71557617,400.6461
106.8636,29.71557617,400.5885
106.8636,29.71557617,401.1423
106.8636,29.71557617,400.7828
106.8636,29.71557617,400.5792
106.8636,29.71557617,400.7013
106.8636,29.71557617,400.8162
106.8636,29.71557617,400.804
106.8636,29.71557617,401.0715
106.8636,29.71557617,400.6628
106.8636,29.71557617,400.9395
106.8636,29.71557617,400.554
106.8636,29.71557617,400.6603
106.8636,29.71557617,401.3233
106.8636,29.71557617,401.2041
106.8636,29.71557617,400.5758
106.8636,29.71557617,400.906
106.8636,29.71557617,400.465
106.8636,29.71557617,400.4674
106.8636,29.71557617,401.2282
106.8636,29.71557617,400.4159
106.8636,29.71557617,401.1085
106.8636,29.71557617,401.2335
106.8636,29.71557617,401.1919
106.8636,29.71557617,401.1744
106.8636,29.71557617,400.4613
106.8636,29.71557617,400.7192
106.8636,29.71557617,400.5355
106.8636,29.71557617,400.7347
106.8636,29.71557617,400.6087
106.8636,29.71557617,400.5048
106.8636,29.71557617,401.3979
106.8636,29.71557617,400.4396
106.8636,29.71557617,400.4893
106.8636,29.71557617,400.799
106.8636,29.71557617,401.3057
106.8636,29.71557617,401.1753
106.8636,29.71557617,401.3748
106.8636,29.71557617,400.8503
106.8636,29.71557617,401.146
106.8636,29.71557617,401.086
106.8636,29.71557617,400.8679
106.8636,29.71557617,400.9175
106.8636,29.71557617,400.488
106.8636,29.71557617,400.5907
106.8636,29.71557617,400.7551
106.8636,29.71557617,400.4389
106.8636,29.71557617,400.4153
106.8636,29.71557617,400.9091
106.8636,29.71557617,401.3412
106.8636,29.71557617,401.0166
106.8636,29.71557617,401.2039
106.8636,29.71557617,400.7491
106.8636,29.71557617,400.4723
106.8636,29.71557617,400.8982
106.8636,29.71557617,401.0775
106.8636,29.71557617,400.5656
106.8636,29.71557617,401.2596
106.8636,29.71557617,401.0376
106.8636,29.71557617,401.3207
106.8636,29.71557617,400.5275
106.8636,29.71557617,400.6097
106.8636,29.71557617,400.8845
106.8636,29.71557617,400.6562
106.8636,29.71557617,400.799
106.8636,29.71557617,400.7681
106.8636,29.71557617,400.5022
106.8636,29.71557617,401.1862
106.8636,29.71557617,400.5934
106.8636,29.71557617,400.4711
106.8636,29.71557617,400.599
106.8636,29.71557617,401.2026
106.8636,29.71557617,401.3369
106.8636,29.71557617,400.4525
106.8636,29.71557617,401.1068
106.8636,29.71557617,400.9441
106.8636,29.71557617,401.3335
106.8636,29.71557617,400.5072
106.8636,29.71557617,401.1186
106.8636,29.71557617,400.5488
106.8636,29.71557617,400.4532
106.8636,29.71557617,401.1617
106.8636,29.71557617,400.7937
106.8636,29.71557617,400.9323
106.8636,29.71557617,401.3364
106.8636,29.71557617,400.6432
106.8636,29.71557617,401.3577
106.8636,29.71557617,401.3389
106.8636,29.71557617,400.5529
106.8636,29.71557617,401.4099
106.8636,29.71557617,400.5587
106.8636,29.71557617,401.0052
106.8636,29.71557617,400.9562
106.8636,29.71557617,401.3642
106.8636,29.71557617,400.4493
106.8636,29.71557617,400.8196
106.8636,29.71557617,400.421
106.8636,29.71557617,401.1285
106.8636,29.71557617,401.0117
106.8636,29.71557617,400.8338
106.8636,29.71557617,400.9193
106.8636,29.71557617,401.1259
106.8636,29.71557617,401.0804
106.8636,29.71557617,400.4948
106.8636,29.71557617,401.1048
106.8636,29.71557617,401.106
106.8636,29.71557617,400.9426
106.8636,29.71557617,400.5765
106.8636,29.71557617,400.8906
106.8636,29.71557617,401.1112
106.8636,29.71557617,401.0375
106.8636,29.71557617,400.9129
106.8636,29.71557617,400.8192
106.8636,29.71557617,401.2583
106.8636,29.71557617,400.779
106.8636,29.71557617,401.0435
106.8636,29.71557617,400.7663
106.8636,29.71557617,400.8499
106.8636,29.71557617,400.7612
106.8636,29.71557617,400.5167
106.8636,29.71557617,400.7366
106.8636,29.71557617,400.9065
106.8636,29.71557617,401.1855
106.8636,29.71557617,401.3647
106.8636,29.71557617,401.061
106.8636,29.71557617,400.4975
106.8636,29.71557617,400.855
106.8636,29.71557617,400.4839
106.8636,29.71557617,400.5266
106.8636,29.71557617,400.7983
106.8636,29.71557617,400.5609
106.8636,29.71557617,401.0002
106.8636,29.71557617,401.0674
106.8636,29.71557617,401.0271
106.8636,29.71557617,401.2223
106.8636,29.71557617,400.8548
106.8636,29.71557617,401.1268
106.8636,29.71557617,400.9203
106.8636,29.71557617,400.4777
106.8636,29.71557617,400.9254
106.8636,29.71557617,400.9871
106.8636,29.71557617,400.9348
106.8636,29.71557617,400.5878
106.8636,29.71557617,400.5534
106.8636,29.71557617,400.4461
106.8636,29.71557617,400.422
106.8636,29.71557617,400.4843
106.8636,29.71557617,401.3231
106.8636,29.71557617,401.0348
106.8636,29.71557617,401.2856
106.8636,29.71557617,400.8857
106.8636,29.71557617,401.2731
106.8636,29.71557617,401.3396
106.8636,29.71557617,400.4601
106.8636,29.71557617,400.5153
106.8636,29.71557617,400.4942
106.8636,29.71557617,400.4267
106.8636,29.71557617,400.8698
106.8636,29.71557617,401.3233
106.8636,29.71557617,401.4032
106.8636,29.71557617,401.3633
106.8636,29.71557617,400.9903
106.8636,29.71557617,401.1484
106.8636,29.71557617,401.2554
106.8636,29.71557617,400.8477
106.8636,29.71557617,400.8443
106.8636,29.71557617,400.4481
106.8636,29.71557617,401.1421
106.8636,29.71557617,400.7314
106.8636,29.71557617,400.6413
106.8636,29.71557617,400.8104
106.8636,29.71557617,400.4543
106.8636,29.71557617,400.5972
106.8636,29.71557617,400.6476
106.8636,29.71557617,400.732
106.8636,29.71557617,400.5153
106.8636,29.71557617,400.9619
106.8636,29.71557617,400.5731
106.8636,29.71557617,400.71
106.8636,29.71557617,400.9712
106.8636,29.71557617,401.3593
106.8636,29.71557617,401.0641
106.8636,29.71557617,401.3192
106.8636,29.71557617,401.3626
106.8636,29.71557617,401.2612
106.8636,29.71557617,400.8355
106.8636,29.71557617,400.6995
106.8636,29.71557617,400.6895
106.8636,29.71557617,400.9339
106.8636,29.71557617,400.991
106.8636,29.71557617,400.8787
106.8636,29.71557617,401.1711
106.8636,29.71557617,401.3446
106.8636,29.71557617,401.1033
106.8636,29.71557617,401.3978
106.8636,29.71557617,401.3116
106.8636,29.71557617,400.5254
106.8636,29.71557617,401.038
106.8636,29.71557617,401.3678
106.8636,29.71557617,401.0136
106.8636,29.71557617,400.8731
106.8636,29.71557617,400.7797
106.8636,29.71557617,400.7948
106.8636,29.71557617,400.7448
106.8636,29.71557617,401.2459
106.8636,29.71557617,400.7999
106.8636,29.71557617,400.4636
106.8636,29.71557617,400.8244
106.8636,29.71557617,401.261
106.8636,29.71557617,400.988
106.8636,29.71557617,400.7321
106.8636,29.71557617,400.9348
106.8636,29.71557617,401.2555
106.8636,29.71557617,401.1101
106.8636,29.71557617,400.6974
106.8636,29.71557617,400.9941
106.8636,29.71557617,401.0361
106.8636,29.71557617,401.1502
106.8636,29.71557617,400.8082
106.8636,29.71557617,400.5978
106.8636,29.71557617,400.5317
106.8636,29.71557617,400.935
106.8636,29.71557617,401.1298
106.8636,29.71557617,400.8618
106.8636,29.71557617,401.1002
106.8636,29.71557617,400.4236
106.8636,29.71557617,401.2084
106.8636,29.71557617,400.7806
106.8636,29.71557617,400.7811
106.8636,29.71557617,400.704
106.8636,29.71557617,401.1037
106.8636,29.71557617,401.3886
106.8636,29.71557617,400.5084
106.8636,29.71557617,401.3402
106.8636,29.71557617,400.7558
106.8636,29.71557617,400.9126
106.8636,29.71557617,400.6865
106.8636,29.71557617,400.8724
106.8636,29.71557617,401.1337
106.8636,29.71557617,400.9788
106.8636,29.71557617,401.0176
106.8636,29.71557617,400.8864
106.8636,29.71557617,400.7954
106.8636,29.71557617,401.2797
106.8636,29.71557617,401.2862
106.8636,29.71557617,401.2012
106.8636,29.71557617,400.5863
106.8636,29.71557617,400.8381
106.8636,29.71557617,401.1126
106.8636,29.71557617,400.9371
106.8636,29.71557617,400.7487
106.8636,29.71557617,401.2366
106.8636,29.71557617,400.7685
106.8636,29.71557617,400.6991
106.8636,29.71557617,400.923
106.8636,29.71557617,400.5736
106.8636,29.71557617,400.4338
106.8636,29.71557617,400.4299
106.8636,29.71557617,401.1082
106.8636,29.71557617,400.8094
106.8636,29.71557617,400.8368
106.8636,29.71557617,400.9437
106.8636,29.71557617,401.3637
106.8636,29.71557617,401.3741
106.8636,29.71557617,400.9187
106.8636,29.71557617,401.3551
106.8636,29.71557617,401.3245
106.8636,29.71557617,401.2193
106.8636,29.71557617,400.8595
106.8636,29.71557617,400.7666
106.8636,29.71557617,400.651
106.8636,29.71557617,400.9036
106.8636,29.71557617,401.3912
106.8636,29.71557617,401.0559
106.8636,29.71557617,400.8136
106.8636,29.71557617,400.538
106.8636,29.71557617,400.7104
106.8636,29.71557617,400.5679
106.8636,29.71557617,400.4637
106.8636,29.71557617,400.8144
106.8636,29.71557617,400.6019
106.8636,29.71557617,400.5869
106.8636,29.71557617,400.6425
106.8636,29.71557617,400.6855
106.8636,29.71557617,401.4068
106.8636,29.71557617,400.9694
106.8636,29.71557617,400.4661
106.8636,29.71557617,400.6443
106.8636,29.71557617,401.2561
106.8636,29.71557617,400.4412
106.8636,29.71557617,400.4137
106.8636,29.71557617,401.1109
106.8636,29.71557617,401.2364
106.8636,29.71557617,400.9779
106.8636,29.71557617,401.3522
106.8636,29.71557617,400.9047
106.8636,29.71557617,401.0827
106.8636,29.71557617,400.5332
106.8636,29.71557617,400.6676
106.8636,29.71557617,401.3781
106.8636,29.71557617,401.4129
106.8636,29.71557617,400.7695
106.8636,29.71557617,401.251
106.8636,29.71557617,400.7119
106.8636,29.71557617,401.2235
106.8636,29.71557617,400.5295
106.8636,29.71557617,401.1429
106.8636,29.71557617,400.5971
106.8636,29.71557617,401.0481
106.8636,29.71557617,400.9167
106.8636,29.71557617,400.5137
106.8636,29.71557617,400.535
106.8636,29.71557617,401.3165
106.8636,29.71557617,400.6203
106.8636,29.71557617,400.9548
106.8636,29.71557617,401.2358
106.8636,29.71557617,400.5385
106.8636,29.71557617,401.3107
106.8636,29.71557617,400.6497
106.8636,29.71557617,400.9791
106.8636,29.71557617,400.8182
106.8636,29.71557617,400.8628
106.8636,29.71557617,400.6361
106.8636,29.71557617,401.1606
106.8636,29.71557617,401.3723
106.8636,29.71557617,400.915
106.8636,29.71557617,401.1012
106.8636,29.71557617,401.0204
106.8636,29.71557617,401.0123
106.8636,29.71557617,400.6123
106.8636,29.71557617,400.5157
106.8636,29.71557617,401.1215
106.8636,29.71557617,400.8901
106.8636,29.71557617,400.9995
106.8636,29.71557617,401.1319
106.8636,29.71557617,401.185
106.8636,29.71557617,400.7896
106.8636,29.71557617,400.5056
106.8636,29.71557617,401.0628
106.8636,29.71557617,401.0538
106.8636,29.71557617,400.6417
106.8636,29.71557617,400.5119
106.8636,29.71557617,401.3819
106.8636,29.71557617,400.589
106.8636,29.71557617,401.2784
106.8636,29.71557617,401.082
106.8636,29.71557617,400.5722
106.8636,29.71557617,400.9703
106.8636,29.71557617,401.337
106.8636,29.71557617,400.6483
106.8636,29.71557617,401.3111
106.865,29.71557617,400.745
106.865,29.71557617,400.7942
106.865,29.71557617,400.6417
106.865,29.71557617,401.1046
106.865,29.71557617,400.6799
106.865,29.71557617,400.5114
106.865,29.71557617,400.4283
106.865,29.71557617,400.8061
106.865,29.71557617,401.2908
106.865,29.71557617,400.9316
106.865,29.71557617,401.3871
106.865,29.71557617,400.7893
106.865,29.71557617,401.4083
106.865,29.71557617,400.4252
106.865,29.71557617,401.3453
106.865,29.71557617,400.4312
106.865,29.71557617,401.2368
106.865,29.71557617,400.6283
106.865,29.71557617,400.6551
106.865,29.71557617,400.8412
106.865,29.71557617,400.4331
106.865,29.71557617,401.366
106.865,29.71557617,401.3694
106.865,29.71557617,400.8834
106.865,29.71557617,401.1826
106.865,29.71557617,401.2246
106.865,29.71557617,401.1176
106.865,29.71557617,400.6273
106.865,29.71557617,400.8627
106.865,29.71557617,401.3224
106.865,29.71557617,400.7191
106.865,29.71557617,400.6799
106.865,29.71557617,401.3057
106.865,29.71557617,400.689
106.865,29.71557617,401.3313
106.865,29.71557617,400.836
106.865,29.71557617,400.9112
106.865,29.71557617,401.0323
106.865,29.71557617,400.8194
106.865,29.71557617,401.0733
106.865,29.71557617,401.3568
106.865,29.71557617,400.7419
106.865,29.71557617,400.5683
106.865,29.71557617,401.3397
106.865,29.71557617,400.9259
106.865,29.71557617,400.969
106.865,29.71557617,401.2641
106.865,29.71557617,401.0993
106.865,29.71557617,401.3906
106.865,29.71557617,401.26
106.865,29.71557617,400.614
106.865,29.71557617,400.9707
106.865,29.71557617,401.3523
106.865,29.71557617,401.2307
106.865,29.71557617,400.5909
106.865,29.71557617,400.9421
106.865,29.71557617,401.3666
106.865,29.71557617,401.1542
106.865,29.71557617,401.2223
106.865,29.71557617,400.9648
106.865,29.71557617,400.6523
106.865,29.71557617,401.1351
106.865,29.71557617,401.0979
106.865,29.71557617,401.113
106.865,29.71557617,401.0616
106.865,29.71557617,401.0884
106.865,29.71557617,401.3699
106.865,29.71557617,400.6675
106.865,29.71557617,401.1259
106.865,29.71557617,400.5592
106.865,29.71557617,401.3625
106.865,29.71557617,401.2987
106.865,29.71557617,401.1387
106.865,29.71557617,400.5119
106.865,29.71557617,401.0981
106.865,29.71557617,400.7041
106.865,29.71557617,401.3518
106.865,29.71557617,401.09
106.865,29.71557617,401.3637
106.865,29.71557617,400.6722
106.865,29.71557617,401.3025
106.865,29.71557617,401.0307
106.865,29.71557617,401.2771
106.865,29.71557617,401.3559
106.865,29.71557617,401.3462
106.865,29.71557617,400.5166
106.865,29.71557617,401.3893
106.865,29.71557617,400.511
106.865,29.71557617,400.9655
106.865,29.71557617,401.2199
106.865,29.71557617,401.4156
106.865,29.71557617,400.6437
106.865,29.71557617,400.9702
106.865,29.71557617,400.9165
106.865,29.71557617,400.8334
106.865,29.71557617,400.75
106.865,29.71557617,400.4947
106.865,29.71557617,400.7874
106.865,29.71557617,401.1959
106.865,29.71557617,401.0825
106.865,29.71557617,401.1603
106.865,29.71557617,400.8945
106.865,29.71557617,400.5681
106.865,29.71557617,401.237
106.865,29.71557617,400.4951
106.865,29.71557617,401.1148
106.865,29.71557617,400.8747
106.865,29.71557617,400.6642
106.865,29.71557617,401.3527
106.865,29.71557617,401.0632
106.865,29.71557617,400.5189
106.865,29.71557617,400.8847
106.865,29.71557617,400.7318
106.865,29.71557617,400.8816
106.865,29.71557617,400.893
106.865,29.71557617,400.6005
106.865,29.71557617,400.7084
106.865,29.71557617,400.7044
106.865,29.71557617,400.8212
106.865,29.71557617,401.2671
106.865,29.71557617,400.7511
106.865,29.71557617,401.1053
106.865,29.71557617,401.0228
106.865,29.71557617,400.8345
106.865,29.71557617,400.5841
106.865,29.71557617,400.5438
106.865,29.71557617,400.9461
106.865,29.71557617,400.8852
106.865,29.71557617,401.0868
106.865,29.71557617,401.0745
106.865,29.71557617,401.275
106.865,29.71557617,400.5963
106.865,29.71557617,401.0824
106.865,29.71557617,401.3603
106.865,29.71557617,401.2991
106.865,29.71557617,401.2099
106.865,29.71557617,400.5889
106.865,29.71557617,401.3616
106.865,29.71557617,401.4013
106.865,29.71557617,400.6306
106.865,29.71557617,400.9871
106.865,29.71557617,400.5371
106.865,29.71557617,401.3251
106.865,29.71557617,401.3337
106.865,29.71557617,401.2377
106.865,29.71557617,400.8784
106.865,29.71557617,400.944
106.865,29.71557617,401.1294
106.865,29.71557617,400.6779
106.865,29.71557617,400.7995
106.865,29.71557617,400.5827
106.865,29.71557617,400.8465
106.865,29.71557617,400.9942
106.865,29.71557617,400.7524
106.865,29.71557617,400.6706
106.865,29.71557617,400.505
106.865,29.71557617,400.5007
106.865,29.71557617,401.4151
106.865,29.71557617,401.3808
106.865,29.71557617,400.8725
106.865,29.71557617,401.1462
106.865,29.71557617,400.7381
106.865,29.71557617,400.8724
106.865,29.71557617,400.8532
106.865,29.71557617,401.272
106.865,29.71557617,400.774
106.865,29.71557617,401.4136
106.865,29.71557617,400.4399
106.865,29.71557617,400.9755
106.865,29.71557617,401.1061
106.865,29.71557617,400.5353
106.865,29.71557617,400.6316
106.865,29.71557617,401.2301
106.865,29.71557617,400.9256
106.865,29.71557617,401.1672
106.865,29.71557617,400.7311
106.865,29.71557617,400.8325
106.865,29.71557617,400.5519
106.865,29.71557617,401.3471
106.865,29.71557617,400.5684
106.865,29.71557617,401.2393
106.865,29.71557617,400.7352
106.865,29.71557617,401.3558
106.865,29.71557617,400.8013
106.865,29.71557617,400.5532
106.865,29.71557617,400.7197
106.865,29.71557617,400.8136
106.865,29.71557617,401.2727
106.865,29.71557617,401.1478
106.865,29.71557617,400.684
106.865,29.71557617,400.8802
106.865,29.71557617,400.6251
106.865,29.71557617,400.8866
106.865,29.71557617,401.0515
106.865,29.71557617,400.5805
106.865,29.71557617,401.1044
106.865,29.71557617,400.7204
106.865,29.71557617,400.6845
106.865,29.71557617,400.8991
106.865,29.71557617,401.4044
106.865,29.71557617,401.4128
106.865,29.71557617,401.0677
106.865,29.71557617,400.9778
106.865,29.71557617,401.362
106.865,29.71557617,400.8761
106.865,29.71557617,401.3224
106.865,29.71557617,400.6286
106.865,29.71557617,401.1951
106.865,29.71557617,401.3701
106.865,29.71557617,401.204
106.865,29.71557617,401.3604
106.865,29.71557617,400.4171
106.865,29.71557617,400.8545
106.865,29.71557617,401.313
106.865,29.71557617,401.4058
106.865,29.71557617,400.9522
106.865,29.71557617,400.4457
106.865,29.71557617,400.5564
106.865,29.71557617,400.9347
106.865,29.71557617,401.1592
106.865,29.71557617,400.7912
106.865,29.71557617,401.0772
106.865,29.71557617,400.7804
106.865,29.71557617,401.247
106.865,29.71557617,400.9596
106.865,29.71557617,400.4285
106.865,29.71557617,400.8068
106.865,29.71557617,401.4138
106.865,29.71557617,400.9882
106.865,29.71557617,401.4166
106.865,29.71557617,401.0574
106.865,29.71557617,401.3497
106.865,29.71557617,400.9531
106.865,29.71557617,400.5132
106.865,29.71557617,400.698
106.865,29.71557617,400.417
106.865,29.71557617,401.0067
106.865,29.71557617,401.0676
106.865,29.71557617,401.3654
106.865,29.71557617,400.6076
106.865,29.71557617,400.7691
106.865,29.71557617,401.0356
106.865,29.71557617,400.816
106.865,29.71557617,400.8844
106.865,29.71557617,400.4695
106.865,29.71557617,400.7113
106.865,29.71557617,400.7113
106.865,29.71557617,400.888
106.865,29.71557617,400.8283
106.865,29.71557617,401.0144
106.865,29.71557617,400.7956
106.865,29.71557617,400.5046
106.865,29.71557617,400.8341
106.865,29.71557617,401.2752
106.865,29.71557617,401.2045
106.865,29.71557617,400.7719
106.865,29.71557617,400.8858
106.865,29.71557617,400.712
106.865,29.71557617,400.5756
106.865,29.71557617,401.1582
106.865,29.71557617,401.3381
106.865,29.71557617,400.9488
106.865,29.71557617,400.5447
106.865,29.71557617,401.1755
106.865,29.71557617,401.4054
106.865,29.71557617,400.6843
106.865,29.71557617,400.6547
106.865,29.71557617,401.1233
106.865,29.71557617,400.9162
106.865,29.71557617,401.009
106.865,29.71557617,401.2095
106.865,29.71557617,400.4433
106.865,29.71557617,401.4062
106.865,29.71557617,400.4734
106.865,29.71557617,401.17
106.865,29.71557617,401.0864
106.865,29.71557617,400.8542
106.865,29.71557617,401.3196
106.865,29.71557617,401.3304
106.865,29.71557617,401.0732
106.865,29.71557617,401.2208
106.865,29.71557617,401.2989
106.865,29.71557617,401.1285
106.865,29.71557617,400.8083
106.865,29.71557617,401.2142
106.865,29.71557617,401.081
106.865,29.71557617,400.5889
106.865,29.71557617,401.2564
106.865,29.71557617,400.4684
106.865,29.71557617,400.8308
106.865,29.71557617,400.8477
106.865,29.71557617,401.0754
106.865,29.71557617,400.8597
106.865,29.71557617,401.4049
106.865,29.71557617,401.3804
106.865,29.71557617,400.6048
106.865,29.71557617,401.1095
106.865,29.71557617,400.7017
106.865,29.71557617,401.2161
106.865,29.71557617,401.1676
106.865,29.71557617,401.3224
106.865,29.71557617,400.7471
106.865,29.71557617,400.79
106.865,29.71557617,401.1031
106.865,29.71557617,400.5025
106.865,29.71557617,401.3912
106.865,29.71557617,400.5625
106.865,29.71557617,400.5103
106.865,29.71557617,401.1502
106.865,29.71557617,401.0084
106.865,29.71557617,400.4372
106.865,29.71557617,401.1603
106.865,29.71557617,400.529
106.865,29.71557617,400.8058
106.865,29.71557617,400.8338
106.865,29.71557617,401.1642
106.865,29.71557617,400.7552
106.865,29.71557617,400.8616
106.865,29.71557617,401.2523
106.865,29.71557617,400.4481
106.865,29.71557617,400.6185
106.865,29.71557617,401.372
106.865,29.71557617,400.5668
106.865,29.71557617,400.8281
106.865,29.71557617,400.8834
106.865,29.71557617,401.0449
106.865,29.71557617,401.2893
106.865,29.71557617,400.6873
106.865,29.71557617,400.7348
106.865,29.71557617,400.9425
106.865,29.71557617,401.0351
106.865,29.71557617,401.1095
106.865,29.71557617,401.1728
106.865,29.71557617,400.7583
106.865,29.71557617,400.8597
106.865,29.71557617,401.3742
106.865,29.71557617,400.6845
106.865,29.71557617,401.3392
106.865,29.71557617,401.058
106.865,29.71557617,401.1934
106.865,29.71557617,401.0231
106.865,29.71557617,400.5181
106.865,29.71557617,401.096
106.865,29.71557617,401.295
106.865,29.71557617,400.8565
106.865,29.71557617,400.7863
106.865,29.71557617,400.7417
106.865,29.71557617,401.0892
106.865,29.71557617,401.2654
106.865,29.71557617,401.3201
106.865,29.71557617,401.2877
106.865,29.71557617,401.1995
106.865,29.71557617,401.3033
106.865,29.71557617,400.6763
106.865,29.71557617,400.6549
106.865,29.71557617,401.3001
106.865,29.71557617,401.1006
106.865,29.71557617,400.6655
106.865,29.71557617,400.7316
106.865,29.71557617,400.6422
106.865,29.71557617,400.7138
106.865,29.71557617,401.1026
106.865,29.71557617,400.8207
106.865,29.71557617,400.8801
106.865,29.71557617,400.8703
106.865,29.71557617,401.3749
106.865,29.71557617,401.2735
106.865,29.71557617,400.9149
106.865,29.71557617,400.5548
106.865,29.71557617,400.9815
106.865,29.71557617,400.7213
106.865,29.71557617,400.8156
106.865,29.71557617,400.6541
106.865,29.71557617,400.5468
106.865,29.71557617,400.9181
106.865,29.71557617,401.2497
106.865,29.71557617,401.2117
106.865,29.71557617,400.8162
106.865,29.71557617,400.8687
106.865,29.71557617,401.0803
106.865,29.71557617,400.6416
106.865,29.71557617,400.7644
106.865,29.71557617,401.109
106.865,29.71557617,400.8619
106.865,29.71557617,400.4665
106.865,29.71557617,400.6796
106.865,29.71557617,401.3657
106.865,29.71557617,400.865
106.865,29.71557617,400.5958
106.865,29.71557617,401.3337
106.865,29.71557617,401.3289
106.865,29.71557617,401.176
106.865,29.71557617,401.2565
106.865,29.71557617,401.0119
106.865,29.71557617,400.9936
106.865,29.71557617,401.2107
106.865,29.71557617,401.3628
106.865,29.71557617,400.6352
106.865,29.71557617,401.3051
106.865,29.71557617,401.321
106.865,29.71557617,400.5957
106.865,29.71557617,400.4632
106.865,29.71557617,400.5285
